 1016  hue|浓淡                             958
 1017  NotLight|浓                         1016
 1018  light|淡                            1016
 1019  odor|气味                            958
 1020  fragrant|香                         1019
 1021  stinky|臭                           1019
 1022  taste|味道                           958
 1023  sour|酸                             1022
 1024  sweet|甜                            1022
 1025  bitter|苦                           1022
 1026  peppery|辣                          1022
 1027  salty|咸                            1022
 1028  posture|姿势                         958
 1029  scene|景象                           958
 1030  exuberant|茂                        1029
 1031  desolate|荒                         1029
 1032  threatening|险                      1029
 1033  stately|庄                          1029
 1034  cleanness|洁净                       958
 1035  spotless|洁                         1034
 1036  dirty|龊                            1034
 1037  fatness|胖瘦                         958
 1038  fat|胖                              1037
 1039  bony|瘦                             1037
 1040  bearing|仪态                         958
 1041  thrifty|俭                          1040
 1042  gracious|雅                         1040
 1043  extravagant|奢                      1040
 1044  PhysicState|物理状态                 958
 1045  attire|装束                          958
 1046  style|风格                           958
 1047  demeanor|风度                        958
 1048  countenance|表情                     958
 1049  measurement|量度                     957
 1050  length|长度                         1049
 1051  long|长                             1050
 1052  short|短                            1050
 1053  height|高度                         1049
 1054  tall|高                             1053
 1055  low|矮                              1053
 1056  area|面积                           1049
 1057  big|大                              1056
 1058  medium|中                           1056
 1059  small|小                            1056
 1060  broad|广                            1056
 1061  size|尺寸                           1049
 1062  big|大                              1061
 1063  medium|中                           1061
 1064  small|小                            1061
 1065  broad|广                            1061
 1066  width|宽度                          1049
 1067  wide|阔                             1066
 1068  narrow|窄                           1066
 1069  depth|深度                          1049
 1070  deep|深                             1069
 1071  shallow|浅                          1069
 1072  thickness|厚度                      1049
 1073  thick|厚                            1072
 1074  thin|薄                             1072
 1075  fineness|粗细                       1049
 1076  fine|纤                             1075
 1077  widediameter|粗                     1075
 1078  slope|坡度                          1049
 1079  steep|陡                            1078
 1080  density|密度                        1049
 1081  dense|密                            1080
 1082  sparse|疏                           1080
 1083  tightness|松紧                      1049
 1084  loose|松                            1083
 1085  tight|紧                            1083
 1086  hardness|硬度                       1049
 1087  hard|硬                             1086
 1088  soft|软                             1086
 1089  crisp|脆                            1086
 1090  tender|嫩                           1086
 1091  tough|韧                            1086
 1092  concentration|浓度                  1049
 1093  watery|稀                           1092
 1094  concentrated|稠                     1092
 1095  weight|重量                         1049
 1096  heavy|重                            1095
 1097  NotHeavy|轻                         1095
 1098  SoundVolume|音量                    1049
 1099  loud|响                             1098
 1100  distance|距离                       1049
 1101  far|远                              1100
 1102  near|近                             1100
 1103  earliness|迟早                      1049
 1104  early|早                            1103
 1105  late|迟                             1103
 1106  speed|速度                          1049
 1107  fast|快                             1106
 1108  slow|慢                             1106
 1109  duration|久暂                       1049
 1110  TimeLong|久                         1109
 1111  TimeShort|暂                        1109
 1112  dampness|湿度                       1049
 1113  dried|干                            1112
 1114  wet|湿                              1112
 1115  waterless|旱                        1112
 1116  waterlogging|涝                     1112
 1117  temperature|温度                    1049
 1118  cold|冷                             1117
 1119  hot|热                              1117
 1120  chilly|凉                           1117
 1121  warm|温                             1117
 1122  price|价格                          1049
 1123  cheap|贱                            1122
 1124  expensive|贵                        1122
 1125  stickiness|黏度                     1049
 1126  sticky|黏                           1125
 1127  angle|角度                          1049
 1128  property|特性                        957
 1129  newness|新旧                        1128
 1130  new|新                              1129
 1131  used|旧                             1129
 1132  age|年龄                            1128
 1133  aged|老                             1132
 1134  adult|成                            1132
 1135  young|幼                            1132
 1136  trueness|真伪                       1128
 1137  true|真                             1136
 1138  fake|伪                             1136
 1139  GoodBad|好坏                        1128
 1140  good|好                             1139
 1141  bad|坏                              1139
 1142  quality|质量                        1128
 1143  fertile|沃                          1142
 1144  barren|瘠                           1142
 1145  refined|精                          1142
 1146  crude|陋                            1142
 1147  average|可                          1142
 1148  great|伟                            1142
 1149  negligible|渺                       1142
 1150  durable|牢                          1142
 1151  intensity|强度                      1128
 1152  strong|强                           1151
 1153  weak|弱                             1151
 1154  easiness|难易                       1128
 1155  easy|易                             1154
 1156  difficult|难                        1154
 1157  SoundQuality|音质                   1128
 1158  content|内容                        1128
 1159  substantial|实                      1158
 1160  empty|空                            1158
 1161  profound|奥                         1158
 1162  NotProfound|浅易                    1158
 1163  interesting|趣                      1158
 1164  boring|乏                           1158
 1165  detailed|详                         1158
 1166  simple|简                           1158
 1167  pure|纯                             1158
 1168  mixed|杂                            1158
 1169  accurate|准                         1158
 1170  neat|齐                             1158
 1171  disorder|乱                         1158
 1172  concise|谨                          1158
 1173  unattached|散                       1158
 1174  trivial|琐                          1158
 1175  complicated|繁                      1158
 1176  layered|叠                          1158
 1177  correctness|正误                    1128
 1178  correct|正确                        1177
 1179  wrong|误                            1177
 1180  degree|程度                         1128
 1181  extreme|极                          1180
 1182  insufficiently|欠                   1180
 1183  very|很                             1180
 1184  ish|稍                              1180
 1185  more|较                             1180
 1186  most|最                             1180
 1187  over|超                             1180
 1188  reputation|名声                     1128
 1189  glorious|荣                         1188
 1190  Notwellknown|无名                   1188
 1191  disgraced|辱                        1188
 1192  behavior|举止                       1128
 1193  formal|正式                         1192
 1194  informal|非正式                     1192
 1195  dexterous|巧                        1192
 1196  flexible|活                         1192
 1197  stiff|呆                            1192
 1198  lasting|恒                          1192
 1199  secret|秘                           1192
 1200  opened|显                           1192
 1201  hidden|隐                           1192
 1202  forthright|爽                       1192
 1203  tactful|婉                          1192
 1204  gentle|柔                           1192
 1205  suitable|妥                         1192
 1206  proper|当                           1192
 1207  BadTemper|坏脾气                    1192
 1208  convenient|便                       1192
 1209  inconvenient|碍                     1192
 1210  improper|不当                       1192
 1211  vulgar|俗                           1192
 1212  hasty|慌                            1192
 1213  sudden|骤                           1192
 1214  fluent|畅                           1192
 1215  nimble|捷                           1192
 1216  strict|严                           1192
 1217  lenient|宽                          1192
 1218  fierce|暴                           1192
 1219  free|自由                           1192
 1220  restrained|受限                     1192
 1221  diligent|勤                         1192
 1222  lazy|懒                             1192
 1223  biased|偏                           1192
 1224  kindhearted|善                      1192
 1225  sly|狡                              1192
 1226  stubborn|倔                         1192
 1227  active|愿                           1192
 1228  passive|被                          1192
 1229  modest|谦                           1192
 1230  arrogant|傲                         1192
 1231  attentive|细心                      1192
 1232  careless|苟                         1192
 1233  cautious|慎                         1192
 1234  flighty|浮                          1192
 1235  sincere|诚                          1192
 1236  rash|莽                             1192
 1237  indifferent|漠                      1192
 1238  steady|稳                           1192
 1239  lascivious|淫                       1192
 1240  honest|廉                           1192
 1241  fair|公                             1192
 1242  greedy|贪                           1192
 1243  eccentric|僻                        1192
 1244  optimistic|乐观                     1192
 1245  pessimistic|悲观                    1192
 1246  evil|恶                             1192
 1247  faithful|忠                         1192
 1248  treacherous|逆                      1192
 1249  mischievous|淘                      1192
 1250  continuous|续                       1192
 1251  together|共同                       1192
 1252  SocialMode|风气                     1128
 1253  value|价值                          1128
 1254  precious|珍                         1253
 1255  impression|印象                     1128
 1256  effect|效用                         1128
 1257  useless|劣                          1256
 1258  superior|优                         1256
 1259  will|意志                           1128
 1260  courage|胆量                        1128
 1261  brave|勇                            1260
 1262  timid|怯                            1260
 1263  wisdom|智慧                         1128
 1264  wise|智                             1263
 1265  foolish|愚                          1263
 1266  clever|灵                           1263
 1267  NotQuick|讷                         1263
 1268  ability|能力                        1128
 1269  able|能                             1268
 1270  unable|庸                           1268
 1271  tolerance|气量                      1128
 1272  generous|慷                         1271
 1273  miser|吝                            1271
 1274  habit|习惯                          1128
 1275  importance|主次                     1128
 1276  important|主                        1275
 1277  secondary|次                        1275
 1278  main|总                             1275
 1279  branch|支                           1275
 1280  necessity|必要                      1128
 1281  necessary|要                        1280
 1282  redundant|余                        1280
 1283  rank|等级                           1128
 1284  HighRank|高等                       1283
 1285  LowRank|低等                        1283
 1286  elementary|初                       1283
 1287  standard|标准                       1128
 1288  passed|合格                         1287
 1289  status|身分                         1128
 1290  occupation|职位                     1128
 1291  range|幅度                          1128
 1292  extensive|泛                        1291
 1293  nonextensive|狭                     1291
 1294  all|全                              1291
 1295  pieced|片                           1291
 1296  frequency|频率                      1128
 1297  often|经常                          1296
 1298  rarely|偶尔                         1296
 1299  again|再                            1296
 1300  regular|定期                        1296
 1301  power|势力                          1128
 1302  strength|力量                       1128
 1303  ProsCons|利弊                       1128
 1304  pros|益                             1303
 1305  cons|弊                             1303
 1306  relatedness|亲疏                    1128
 1307  intimate|亲                         1306
 1308  unfamiliar|隙                       1306
 1309  opposed|反                          1306
 1310  sex|性别                            1128
 1311  male|男                             1310
 1312  female|女                           1310
 1313  origin|出身                         1128
 1314  name|姓名                           1128
 1315  number|编号                         1128
 1316  performance|性能                    1128
 1317  interest|趣味                       1128
 1318  outlook|前景                        1128
 1319  relationship|关系                    957
 1320  attachment|归属                     1319
 1321  public|共                           1320
 1322  private|私                          1320
 1323  kind|类型                           1319
 1324  certain|某                          1323
 1325  other|另                            1323
 1326  special|特                          1323
 1327  ordinary|普                         1323
 1328  source|来源                         1319
 1329  original|原                         1328
 1330  foreign|洋                          1328
 1331  artificial|造                       1328
 1332  location|位置                       1319
 1333  internal|内                         1332
 1334  external|外                         1332
 1335  direction|方向                      1319
 1336  east|东                             1335
 1337  west|西                             1335
 1338  south|南                            1335
 1339  north|北                            1335
 1340  clan|辈分                           1319
 1341  divergence|分歧                     1319
 1342  boundary|界限                       1319
 1343  sequence|次序                       1319
 1344  InSequence|有序                     1343
 1345  OutOfOrder|无序                     1343
 1346  contrariness|正反                   1319
 1347  positive|正面                       1346
 1348  negative|反面                       1346
 1349  situation|状况                       957
 1350  circumstances|境况                  1349
 1351  urgent|急                           1350
 1352  peaceful|宁                         1350
 1353  relax|弛                            1350
 1354  lonely|孤                           1350
 1355  flourishing|兴                      1350
 1356  wane|衰                             1350
 1357  tranquil|恬                         1350
 1358  hardship|艰                         1350
 1359  safe|安                             1350
 1360  dangerous|危                        1350
 1361  happy|福                            1350
 1362  miserable|惨                        1350
 1363  busy|忙                             1350
 1364  idle|闲                             1350
 1365  richness|贫富                       1349
 1366  rich|富                             1365
 1367  poor|穷                             1365
 1368  similarity|异同                     1349
 1369  alike|似                            1368
 1370  different|异                        1368
 1371  occasion|场面                       1349
 1372  bustling|闹                         1371
 1373  crowded|挤                          1371
 1374  quiet|静                            1371
 1375  stuffy|闷                           1371
 1376  cosy|惬                             1371
 1377  physique|体格                       1349
 1378  unripe|生                           1377
 1379  ripe|熟                             1377
 1380  wholeness|整缺                      1349
 1381  complete|整                         1380
 1382  incomplete|缺                       1380
 1383  fullness|空满                       1349
 1384  full|满                             1383
 1385  possibility|可能                    1349
 1386  possible|会                         1385
 1387  impossible|不会                     1385
 1388  almost|几乎                         1385
 1389  environment|情况                    1349
 1390  syntax|语法                         1390
 1391  adverbial|副状                      1390
 1392  manner|方式                         1391
 1393  accompaniment|伴随                  1391
 1394  comment|评论                        1391
 1395  modality|语气                       1391
 1396  neg|否                              1391
 1397  emphasis|强调                       1391
 1398  tense|时态                          1391
 1399  conjunction|并列                    1390
 1400  and|和                              1399
 1401  or|或                               1399
 1402  but|但                              1399
 1403  whword|主从                         1390
 1404  concession|让步                     1403
 1405  supplement|递进                     1403
 1406  condition|条件                      1403
 1407  cause|原因                          1403
 1408  EventResult|事件结局                1403
 1409  transition|转折                     1403
 1410  result|结果                         1403
 1411  particle|助词                       1390
 1412  DeChinese|构助                      1411
 1413  LeChinese|动助                      1411
 1414  Vdirection|动趋                     1413
 1415  Vprocess|动程                       1413
 1416  Vsuppose|假定                       1415
 1417  Vstart|发端                         1415
 1418  Vgoingon|进展                       1415
 1419  Vcontinue|延续                      1415
 1420  Vend|完结                           1415
 1421  Vresult|动果                        1413
 1422  Vachieve|达成                       1421
 1423  Vable|能力                          1421
 1424  Vpossible|可能                      1421
 1425  Vtry|试试                           1421
 1426  MaChinese|语助                      1411
 1427  classifier|单位词                   1390
 1428  unit|单位                           1427
 1429  NounUnit|名量                       1427
 1430  ActUnit|动量                        1427
 1431  qValue|数量值                       1431
 1432  amount|多少                         1431
 1433  many|多                             1432
 1434  few|少                              1432
 1435  single|单                           1432
 1436  double|复                           1432
 1437  fragment|部                         1432
 1438  some|些                             1432
 1439  sufficient|足                       1432
 1440  half|半                             1432
 1441  only|仅                             1432
 1442  over|超                             1432
 1443  rate|比率                           1431
 1444  SecondaryFeature|二特               1444
 1445  ProperName|专                       1444
 1446  mass|众                             1444
 1447  official|官                         1444
 1448  employee|员                         1444
 1449  industrial|工                       1444
 1450  mine|矿                             1444
 1451  factory|厂                          1444
 1452  agricultural|农                     1444
 1453  commercial|商                       1444
 1454  education|教育                      1444
 1455  medical|医                          1444
 1456  literature|文                       1444
 1457  entertainment|艺                    1444
 1458  sport|体育                          1444
 1459  religion|宗教                       1444
 1460  politics|政                         1444
 1461  diplomatic|外交                     1444
 1462  police|警                           1444
 1463  military|军                         1444
 1464  royal|皇                            1444
 1465  family|家                           1444
 1466  friend|友                           1444
 1467  enemy|敌                            1444
 1468  crime|罪                            1444
 1469  waste|废                            1444
 1470  poison|毒                           1444
 1471  desired|良                          1444
 1472  undesired|莠                        1444
 1473  abstract|抽象                       1444
 1474  generic|统称                        1444
 1475  question|疑问                       1444
 1476  country|国家                        1444
 1477  capital|国都                        1444
 1478  provincial|省                       1444
 1479  city|市                             1444
 1480  village|乡                          1444
 1481  route|路                            1444
 1482  surname|姓                          1444
 1483  firstPerson|我                      1444
 1484  SecondPerson|你                     1444
 1485  ThirdPerson|他                      1444
 1486  it|它                               1444
 1487  self|己                             1444
 1488  EachOther|相互                      1444
 1489  head|头                             1444
 1490  heart|心                            1444
 1491  body|身                             1444
 1492  bone|骨                             1444
 1493  base|根                             1444
 1494  limb|肢                             1444
 1495  arm|臂                              1444
 1496  hand|手                             1444
 1497  leg|腿                              1444
 1498  foot|脚                             1444
 1499  wing|翅                             1444
 1500  edge|边                             1444
 1501  mouth|口                            1444
 1502  eye|眼                              1444
 1503  viscera|脏                          1444
 1504  nerve|络                            1444
 1505  tail|尾                             1444
 1506  embryo|胚                           1444
 1507  skin|皮                             1444
 1508  flesh|肉                            1444
 1509  hair|毛                             1444
 1510  aspect|侧                           1444
 1511  upper|上                            1444
 1512  beneath|下                          1444
 1513  InFront|前                          1444
 1514  hind|后                             1444
 1515  surrounding|周围                    1444
 1516  festival|节                         1444
 1517  year|年                             1444
 1518  season|季                           1444
 1519  spring|春                           1444
 1520  summer|夏                           1444
 1521  autumn|秋                           1444
 1522  winter|冬                           1444
 1523  month|月                            1444
 1524  TenDays|旬                          1444
 1525  week|周                             1444
 1526  day|日                              1444
 1527  hour|时                             1444
 1528  minute|分钟                         1444
 1529  morning|晨                          1444
 1530  afternoon|午                        1444
 1531  night|晚                            1444
 1532  middle|间                           1444
 1533  ending|末                           1444
 1534  now|今                              1444
 1535  past|昔                             1444
 1536  future|将                           1444
 1537  immediate|即                        1444
 1538  finally|终                          1444
 1539  already|已                          1444
 1540  also|也                             1444
 1541  ordinal|第                          1444
 1542  cardinal|基                         1444
 1543  approximate|概                      1444
 1544  EventRoleAndFeatures|动态角色与特征  1544
 1545  EventRole|动态角色                  1544
 1546  relevant|关系主体                   1545
 1547  existent|存现体                     1545
 1548  experiencer|经验者                  1545
 1549  agent|施事                          1545
 1550  coagent|合作施事                    1545
 1551  possession|占有物                   1545
 1552  patient|受事                        1545
 1553  PatientPartof|部件受事              1545
 1554  PatientProduct|成品受事             1545
 1555  PatientAttribute|受事属性           1545
 1556  PartOfTouch|触及部件                1545
 1557  content|内容                        1545
 1558  ContentProduct|内容成品             1545
 1559  ResultContent|结果内容              1545
 1560  isa|类指                            1545
 1561  partof|部分                         1545
 1562  whole|整体                          1545
 1563  descriptive|描写体                  1545
 1564  result|结果                         1545
 1565  ResultEvent|结果事件                1545
 1566  ResultIsa|结果类指                  1545
 1567  ResultWhole|结果整体                1545
 1568  cause|原因                          1545
 1569  partner|相伴体                      1545
 1570  contrast|参照体                     1545
 1571  ContentCompare|比较内容             1545
 1572  source|来源                         1545
 1573  SourceWhole|来源整体                1545
 1574  target|目标                         1545
 1575  cost|代价                           1545
 1576  beneficiary|受益者                  1545
 1577  StateIni|原状态                     1545
 1578  StateFin|终状态                     1545
 1579  location|处所                       1545
 1580  LocationIni|原处所                  1545
 1581  LocationFin|终处所                  1545
 1582  LocationThru|通过处所               1545
 1583  direction|方向                      1545
 1584  time|时间                           1545
 1585  TimeIni|起始时间                    1545
 1586  TimeFin|终止时间                    1545
 1587  duration|进程时段                   1545
 1588  DurationAfterEvent|后延时段         1545
 1589  EventProcess|事件过程               1545
 1590  means|手段                          1545
 1591  instrument|工具                     1545
 1592  material|材料                       1545
 1593  degree|程度                         1545
 1594  range|幅度                          1545
 1595  manner|方式                         1545
 1596  TimeRange|时距                      1545
 1597  frequency|频率                      1545
 1598  times|动量                          1545
 1599  purpose|目的                        1545
 1600  scope|范围                          1545
 1601  AccordingTo|根据                    1545
 1602  condition|条件                      1545
 1603  concession|让步                     1545
 1604  comment|评论                        1545
 1605  succeeding|接续                     1545
 1606  besides|递进                        1545
 1607  except|除了                         1545
 1608  accompaniment|伴随                  1545
 1609  modifier|描述                       1545
 1610  restrictive|限定                    1545
 1611  quantity|数量                       1545
 1612  QuantityCompare|比较量              1545
 1613  possessor|领有者                    1545
 1614  concerning|关于                     1545
 1615  EventFeatures|动态属性              1544
 1616  topic|主题                          1615
 1617  focus|焦点                          1615
